,Year,Week,Home,Away,ScoreDiff,RushYdsScoredDiff,PassYdsScoredDiff,PuntAvgScoredDiff,PenAvgScoredDiff,SackAvgScoredDiff,RushYdsAllowedDiff,PassYdsAllowedDiff,PuntAvgAllowedDiff,PenAvgAllowedDiff,SackAvgAllowedDiff,TurnoverDiffDiff,Win
1162,2014,12,SD,STL,3,-14.899999999999991,33.099999999999994,-0.6000000000000014,-0.5,-0.19999999999999996,-6.0,-24.69999999999999,6.300000000000004,0.40000000000000036,-1.4999999999999998,0.4,1
1164,2014,12,DEN,MIA,3,-37.39999999999999,100.80000000000001,2.5,0.40000000000000036,-0.2999999999999998,-21.099999999999994,35.0,4.299999999999997,-0.8000000000000007,-1.4,-0.09999999999999998,1
1165,2014,12,SF,WAS,4,15.700000000000003,-52.80000000000001,-1.1000000000000014,-1.8000000000000007,-0.9000000000000001,-16.799999999999997,-6.299999999999983,-0.3999999999999986,0.2999999999999998,0.30000000000000027,2.0,1
1166,2014,12,NYG,DAL,-3,-52.499999999999986,7.5,-0.3999999999999986,0.7999999999999998,0.19999999999999996,35.7,12.899999999999977,0.5,0.5,0.20000000000000018,-0.19999999999999998,0
1168,2014,13,DET,CHI,17,-20.27272727272728,5.3636363636363455,8.090909090909093,-0.6363636363636358,-0.09090909090909038,-36.272727272727266,-26.636363636363626,4.0,-1.909090909090911,0.4545454545454546,0.5454545454545454,1
1170,2014,13,SF,SEA,-16,-50.272727272727266,30.818181818181813,3.18181818181818,-0.27272727272727426,0.6363636363636365,2.9090909090909065,0.5454545454545325,2.636363636363633,0.2727272727272734,0.6363636363636358,0.09090909090909094,0
1171,2014,13,BAL,SD,-1,42.36363636363636,-8.181818181818187,4.909090909090914,-0.9090909090909083,1.0909090909090906,-20.545454545454533,42.818181818181785,0.0,1.5454545454545467,-0.5454545454545452,0.0,0
1172,2014,13,BUF,CLE,16,-18.636363636363654,-25.363636363636346,0.9090909090909065,0.5454545454545467,1.9090909090909092,-36.090909090909065,-18.454545454545467,-2.0909090909090935,0.0,0.9090909090909092,0.09090909090909094,1
1173,2014,13,HOU,TEN,24,48.45454545454547,-17.0,-0.2727272727272734,-0.3636363636363633,-0.9090909090909096,-31.363636363636374,40.54545454545453,-2.2727272727272734,0.18181818181818077,-0.8181818181818183,1.0,1
1174,2014,13,IND,WAS,22,-1.6363636363636402,69.90909090909088,4.636363636363633,-0.09090909090909172,-0.09090909090909083,9.454545454545439,19.54545454545459,0.18181818181817988,0.3636363636363642,-1.181818181818182,0.8181818181818182,1
1175,2014,13,JAC,NYG,1,-2.545454545454561,-42.09090909090909,1.9090909090909136,-0.09090909090909083,1.2727272727272727,-11.454545454545467,3.6363636363636545,3.181818181818187,-1.1818181818181834,1.7272727272727266,-0.6363636363636365,1
1176,2014,13,MIN,CAR,18,20.27272727272728,-39.27272727272728,-0.2727272727272734,-1.5454545454545432,0.7272727272727275,-0.18181818181818699,-31.363636363636374,0.18181818181817988,0.18181818181818254,0.18181818181818166,0.18181818181818185,1
1180,2014,13,ATL,ARI,11,14.727272727272734,26.545454545454533,4.363636363636367,1.0909090909090908,-0.9090909090909094,41.999999999999986,28.818181818181813,-2.4545454545454604,-0.6363636363636349,0.36363636363636354,-0.5454545454545454,1
1181,2014,13,GB,NE,5,-6.181818181818201,-10.727272727272748,-8.454545454545457,0.45454545454545325,0.18181818181818166,28.454545454545425,-7.4545454545454675,-9.999999999999996,1.2727272727272751,0.6363636363636362,0.36363636363636354,1
1182,2014,13,KC,DEN,-13,35.81818181818181,-124.99999999999997,2.636363636363633,-1.0909090909090917,0.27272727272727293,53.81818181818183,-41.636363636363626,-1.4545454545454533,0.9090909090909092,1.3636363636363638,-0.27272727272727276,0
1183,2014,13,NYJ,MIA,-3,11.818181818181813,-47.90909090909091,2.9090909090909136,0.8181818181818192,-0.27272727272727293,-18.000000000000014,26.909090909090907,3.4545454545454533,-0.09090909090909172,0.9090909090909087,-1.3636363636363635,0
1184,2014,14,CHI,DAL,-13,-51.16666666666666,14.416666666666686,-5.5,0.8333333333333339,0.9166666666666665,-13.666666666666629,26.166666666666686,-1.1666666666666785,1.583333333333334,0.5,-0.08333333333333331,0
1185,2014,14,CIN,PIT,-21,6.416666666666686,-79.08333333333337,5.583333333333343,0.41666666666666785,-0.5,19.91666666666663,-4.083333333333371,-5.0833333333333215,-0.4166666666666661,-1.4166666666666665,0.25,0
1186,2014,14,CLE,IND,-1,1.4166666666666288,-76.25,-7.5,-1.4166666666666679,-0.75,24.666666666666686,-29.75,-1.25,-0.6666666666666661,-0.16666666666666674,0.6666666666666666,0
1187,2014,14,DET,TB,17,-1.5833333333333286,31.5,6.416666666666657,0.16666666666666785,0.3333333333333335,-49.58333333333333,-10.083333333333371,3.3333333333333357,-0.8333333333333321,0.16666666666666652,0.8333333333333333,1
1188,2014,14,JAC,HOU,-14,-35.66666666666666,-17.666666666666686,1.75,-0.7499999999999982,1.083333333333333,18.083333333333343,-17.08333333333337,2.8333333333333357,-0.8333333333333321,2.333333333333333,-1.5,0
1189,2014,14,MIA,BAL,-15,-11.166666666666686,-17.583333333333314,-4.916666666666657,-0.6666666666666679,0.08333333333333348,32.66666666666663,-75.25000000000006,-5.3333333333333215,-0.9166666666666661,1.083333333333333,0.0,0
1191,2014,14,NO,CAR,-31,23.16666666666663,78.16666666666669,3.083333333333343,-1.4999999999999982,-0.16666666666666652,5.25,24.916666666666686,-1.1666666666666785,0.25,-1.4999999999999998,-0.33333333333333337,0
1192,2014,14,TEN,NYG,-29,-12.25,-21.5,0.25,1.3333333333333321,0.4166666666666665,1.3333333333333144,-0.5833333333333144,2.166666666666657,-0.7500000000000018,0.5,0.0,0
1193,2014,14,WAS,STL,-24,2.25,51.83333333333337,0.8333333333333357,-0.5,0.08333333333333348,-9.166666666666629,-3.9166666666666288,4.833333333333336,0.8333333333333357,0.3333333333333335,-0.75,0
1194,2014,14,ARI,KC,3,-53.166666666666686,62.66666666666663,-5.0833333333333215,0.5,-0.5,-47.16666666666666,66.41666666666669,-1.4166666666666643,0.7499999999999982,-1.1666666666666667,0.9166666666666666,1
1195,2014,14,DEN,BUF,7,11.333333333333314,82.66666666666669,-1.6666666666666572,-0.08333333333333215,-1.0000000000000004,-23.83333333333333,14.333333333333314,5.583333333333336,-0.25,-1.2499999999999998,-0.4166666666666667,1
1198,2014,14,SD,NE,-9,-23.166666666666686,-10.583333333333314,1.4166666666666785,1.0,-0.833333333333333,-0.16666666666668561,-29.333333333333314,2.6666666666666643,-0.6666666666666679,0.5,-1.0,0
1199,2014,14,GB,ATL,6,11.75,-7.833333333333314,-9.75,-0.08333333333333393,1.083333333333333,13.416666666666686,-49.583333333333314,-6.833333333333329,1.2499999999999982,0.16666666666666652,0.75,1
1200,2014,15,STL,ARI,-6,28.92307692307692,-37.615384615384556,4.8461538461538325,1.846153846153844,0.30769230769230793,13.0,-23.692307692307764,-5.46153846153846,-1.3076923076923075,1.3846153846153846,-0.46153846153846156,0
1201,2014,15,ATL,PIT,-7,-27.153846153846132,-17.84615384615381,2.538461538461526,0.9230769230769242,-0.6153846153846156,20.0,38.230769230769226,-4.92307692307692,-0.3076923076923075,-0.5384615384615385,0.5384615384615385,0
1202,2014,15,BAL,JAC,8,38.923076923076906,39.92307692307696,3.384615384615394,0.15384615384615508,-0.07692307692307576,-48.61538461538461,22.307692307692236,-1.0,1.384615384615386,-2.846153846153846,0.7692307692307693,1
1203,2014,15,BUF,GB,8,-18.0,-42.230769230769226,8.538461538461544,-0.5384615384615374,1.3076923076923075,-29.769230769230816,-33.3846153846153,6.923076923076916,-1.153846153846156,0.384615384615385,-0.5384615384615385,1
1204,2014,15,CAR,TB,2,37.23076923076924,-2.769230769230802,0.6153846153846061,1.8461538461538458,-0.0769230769230771,-0.3846153846153584,-7.923076923076792,2.92307692307692,-1.0769230769230775,-0.15384615384615374,0.5384615384615385,1
1205,2014,15,CLE,CIN,-30,-9.076923076923038,14.307692307692292,-4.692307692307679,0.07692307692307665,0.9230769230769231,-0.846153846153868,-17.0,3.46153846153846,-0.4615384615384599,0.15384615384615374,0.8461538461538463,0
1206,2014,15,DET,MIN,2,-30.46153846153844,70.30769230769232,2.153846153846146,-0.07692307692307754,-0.23076923076923173,-64.38461538461539,12.615384615384556,2.07692307692308,-0.5384615384615357,-0.15384615384615374,0.3846153846153847,1
1207,2014,15,IND,HOU,7,-27.307692307692335,109.07692307692307,5.846153846153847,0.0769230769230731,0.4615384615384617,-0.6153846153846274,-16.769230769230745,0.8461538461538325,0.5384615384615374,0.07692307692307732,-1.2307692307692308,1
1208,2014,15,KC,OAK,18,54.0,-19.461538461538538,-0.5384615384615259,-0.6923076923076934,1.2307692307692308,8.846153846153854,-23.84615384615384,2.1538461538461746,0.15384615384615152,1.384615384615386,0.8461538461538463,1
1209,2014,15,NE,MIA,28,-7.0,54.07692307692304,-0.6923076923077147,1.230769230769229,-0.15384615384615374,-17.92307692307692,40.923076923076934,1.1538461538461462,0.0,-1.2307692307692308,0.46153846153846156,1
1211,2014,15,SD,DEN,-12,-26.38461538461536,-42.76923076923072,0.6923076923077076,1.076923076923074,-1.4615384615384626,35.30769230769232,-9.846153846153783,-0.0769230769230802,0.3076923076923048,1.0769230769230766,-0.3076923076923077,0
1212,2014,15,TEN,NYJ,-5,-63.384615384615344,49.615384615384585,-0.3076923076923208,0.5384615384615419,-0.15384615384615374,54.07692307692304,3.6153846153846985,0.0769230769230802,-0.30769230769230926,0.0,0.3076923076923078,0
1214,2014,15,PHI,DAL,-11,-24.15384615384616,40.61538461538461,-1.3076923076923137,0.7692307692307709,2.0,0.9230769230769056,6.153846153846189,-3.153846153846146,1.6923076923076925,-0.3846153846153846,-0.3846153846153847,0
1215,2014,15,CHI,NO,-16,-34.46153846153848,-43.692307692307764,-6.307692307692307,0.1538461538461524,0.461538461538461,-21.076923076923094,0.3076923076923208,-1.53846153846154,1.3846153846153841,0.7692307692307692,0.23076923076923067,0
1216,2014,16,JAC,TEN,8,9.07142857142857,-23.071428571428584,-0.1428571428571459,-0.9285714285714288,0.3571428571428572,-9.571428571428584,3.5,1.500000000000007,-0.3571428571428559,1.3571428571428568,0.07142857142857151,1
1218,2014,16,SF,SD,-3,32.428571428571416,-51.42857142857147,1.6428571428571388,-1.5714285714285712,0.9285714285714286,-7.714285714285708,-21.64285714285714,0.1428571428571388,0.14285714285714413,1.4999999999999996,0.3571428571428571,0
1219,2014,16,CAR,CLE,4,8.214285714285708,0.9285714285714164,-3.142857142857139,1.5,0.14285714285714235,-19.928571428571416,12.642857142857139,1.4285714285714235,0.14285714285714235,1.214285714285714,-0.4285714285714286,1
1220,2014,16,CHI,DET,-6,7.999999999999986,-9.928571428571388,-6.428571428571431,0.14285714285714235,-0.5,46.57142857142857,35.14285714285717,-4.357142857142854,1.5714285714285712,-0.07142857142857117,-1.1428571428571428,0
1221,2014,16,HOU,BAL,12,4.642857142857167,-30.928571428571416,-4.5714285714285765,0.7857142857142865,-1.1428571428571428,24.57142857142857,-1.8571428571428328,-0.7142857142857153,-1.2142857142857153,0.5714285714285714,0.7142857142857142,1
1222,2014,16,MIA,MIN,2,1.2857142857142918,24.5,-0.6428571428571459,-0.9285714285714288,-0.28571428571428603,-1.4285714285714306,-6.785714285714306,-1.9285714285714306,-0.07142857142857117,-0.5,0.2857142857142857,1
1223,2014,16,NO,ATL,-16,24.071428571428555,15.64285714285711,0.1428571428571459,-0.21428571428571352,1.0000000000000002,15.071428571428555,-34.85714285714283,2.5714285714285765,-0.21428571428571352,-0.14285714285714302,-0.7857142857142857,0
1224,2014,16,NYJ,NE,-1,38.21428571428572,-104.71428571428575,0.9285714285714306,-0.2857142857142865,-0.14285714285714368,-16.0,-6.428571428571416,4.5,0.2857142857142847,1.8571428571428574,-1.5714285714285714,0
1225,2014,16,PIT,KC,8,-7.071428571428555,107.71428571428572,-2.5,0.5,-1.0000000000000002,-29.571428571428584,54.21428571428575,0.0,0.5,-0.4285714285714284,0.2857142857142857,1
1228,2014,16,DAL,IND,35,36.5,-79.78571428571428,-5.857142857142854,-0.7142857142857153,-0.9285714285714286,0.2142857142857082,8.64285714285711,-2.0,-0.7142857142857153,0.2142857142857153,0.42857142857142855,1
1231,2014,16,CIN,DEN,9,19.0,-71.28571428571428,5.928571428571431,-0.35714285714285765,-1.4285714285714286,53.0,-4.14285714285711,-5.5714285714285765,0.42857142857142705,0.4285714285714286,-0.5714285714285714,1
1233,2014,17,BAL,CLE,10,19.200000000000003,12.933333333333366,5.399999999999999,0.0,1.0666666666666669,-55.599999999999994,35.26666666666668,1.1333333333333329,1.466666666666666,-0.5333333333333334,-0.5333333333333333,1
1234,2014,17,GB,DET,10,30.26666666666668,14.533333333333331,-10.0,0.40000000000000124,-0.1333333333333333,56.666666666666686,-4.333333333333314,-9.066666666666666,0.3999999999999986,-0.9333333333333336,0.6,1
1235,2014,17,HOU,JAC,6,35.19999999999999,14.666666666666657,-0.3333333333333357,0.6000000000000005,-0.7333333333333334,-24.066666666666677,8.333333333333314,-2.0666666666666558,0.5333333333333323,-2.733333333333333,1.4666666666666666,1
1236,2014,17,KC,SD,12,35.66666666666666,-52.60000000000005,1.6666666666666572,-1.4666666666666668,1.1333333333333335,3.53333333333336,-18.933333333333337,1.0,0.0,1.0666666666666669,-0.2666666666666667,1
1237,2014,17,MIA,NYJ,-13,-31.73333333333332,64.66666666666663,-0.7999999999999972,-1.0,0.0,34.86666666666669,-24.73333333333335,-5.93333333333333,0.06666666666666643,-0.40000000000000036,0.8666666666666666,0
1238,2014,17,MIN,CHI,4,22.333333333333343,-38.400000000000006,4.06666666666667,-0.5333333333333332,0.2666666666666666,11.133333333333312,-42.60000000000002,1.4666666666666686,-1.1333333333333329,0.6000000000000001,0.4,1
1239,2014,17,NE,BUF,-8,15.40000000000002,35.133333333333326,0.13333333333333286,0.6000000000000014,-0.666666666666667,-1.6000000000000227,35.599999999999994,0.2666666666666657,0.20000000000000018,-1.0000000000000002,0.19999999999999996,0
1240,2014,17,NYG,PHI,-8,-20.13333333333334,-16.73333333333335,0.06666666666666998,-0.5333333333333332,-0.3999999999999999,19.866666666666674,-14.73333333333332,4.866666666666667,-0.13333333333333286,0.06666666666666643,0.5333333333333333,0
1241,2014,17,PIT,CIN,10,-20.533333333333346,86.33333333333337,-4.133333333333333,0.06666666666666732,0.6666666666666667,-23.200000000000017,17.666666666666657,5.133333333333333,0.2666666666666675,0.9333333333333333,0.0,1
1242,2014,17,TB,NO,-3,-37.06666666666665,-86.06666666666666,-4.866666666666667,-0.1999999999999984,0.1333333333333333,-13.400000000000006,-6.666666666666629,-1.7333333333333343,0.3333333333333339,1.4,0.06666666666666665,0
1243,2014,17,TEN,IND,-17,-15.533333333333317,-81.19999999999999,-5.399999999999999,0.40000000000000036,0.1333333333333333,30.933333333333337,-10.866666666666703,0.7333333333333343,-0.7333333333333325,1.2000000000000002,-0.19999999999999996,0
1244,2014,17,WAS,DAL,-27,-39.599999999999994,16.866666666666674,0.6666666666666714,1.0666666666666682,0.8666666666666667,0.0,-2.400000000000034,1.7333333333333343,0.20000000000000018,1.6666666666666665,-0.8666666666666667,0
1246,2014,17,SF,ARI,3,50.60000000000001,-42.333333333333314,3.866666666666667,0.40000000000000124,0.06666666666666643,-1.7999999999999972,-48.19999999999999,-0.3333333333333357,-1.1333333333333329,1.5999999999999996,-0.5333333333333332,1
1247,2014,17,SEA,STL,14,69.40000000000003,-11.066666666666634,-3.3333333333333357,-1.6000000000000005,-0.3333333333333335,-24.933333333333337,-57.866666666666646,3.866666666666667,0.5333333333333332,-0.3333333333333335,0.6666666666666666,1
1249,2015,4,MIA,NYJ,-13,-28.000000000000014,39.00000000000006,9.333333333333321,-1.9999999999999982,-1.0,38.333333333333314,54.33333333333337,-19.000000000000014,1.9999999999999982,1.6666666666666665,-2.3333333333333335,0
1250,2015,4,CHI,OAK,2,27.0,-120.33333333333334,4.333333333333343,3.0000000000000018,-0.3333333333333335,43.99999999999997,-127.66666666666669,-8.000000000000007,-1.333333333333334,1.0,-0.3333333333333333,1
1251,2015,4,ATL,HOU,27,-8.666666666666686,50.666666666666686,8.333333333333321,2.333333333333334,0.0,-13.0,58.333333333333314,-1.3333333333333357,-3.333333333333334,-0.9999999999999998,1.3333333333333333,1
1252,2015,4,CIN,KC,15,24.00000000000003,67.0,-2.0,0.0,-1.0,-17.33333333333333,-31.0,-1.3333333333333357,-0.3333333333333357,-3.6666666666666665,1.6666666666666665,1
1253,2015,4,IND,JAC,3,4.666666666666686,19.0,8.333333333333321,-4.0000000000000036,-0.6666666666666667,21.333333333333314,-21.666666666666686,14.666666666666657,2.666666666666668,-0.6666666666666663,-1.333333333333333,1
1254,2015,4,WAS,PHI,3,79.33333333333333,7.0,-19.333333333333332,1.3333333333333357,-0.3333333333333335,-12.0,-69.66666666666669,-1.0,-0.3333333333333357,0.6666666666666666,-2.3333333333333335,1
1255,2015,4,TB,CAR,-14,-36.0,-4.0,6.999999999999993,0.0,0.0,62.33333333333333,-29.0,-5.0,1.666666666666666,0.6666666666666663,-1.3333333333333333,0
1256,2015,4,BUF,NYG,-14,59.33333333333334,-33.0,-1.6666666666666572,2.333333333333334,1.0,-0.6666666666666714,-9.0,9.666666666666679,-1.3333333333333321,1.6666666666666665,0.0,0
1258,2015,4,SF,GB,-14,20.333333333333314,-77.33333333333331,5.666666666666657,0.3333333333333357,-1.6666666666666665,-29.666666666666686,61.333333333333314,-10.999999999999993,-3.666666666666668,1.6666666666666665,-2.333333333333333,0
1259,2015,4,ARI,STL,-2,53.33333333333336,63.333333333333314,-4.999999999999986,-3.0000000000000018,-2.333333333333333,-34.0,8.666666666666686,7.666666666666657,0.33333333333333215,-1.3333333333333335,1.3333333333333333,0
1260,2015,4,DEN,MIN,3,-87.33333333333334,83.99999999999997,0.6666666666666572,-0.6666666666666661,1.333333333333333,-37.66666666666664,-67.0,10.333333333333343,-1.3333333333333357,0.6666666666666665,1.0,1
1261,2015,4,NO,DAL,6,-29.333333333333314,19.0,-6.0,1.0,0.33333333333333326,38.0,41.33333333333337,-9.333333333333336,-1.333333333333334,0.6666666666666663,0.0,1
1262,2015,4,SEA,DET,3,89.0,-46.666666666666686,-5.0,2.666666666666666,0.6666666666666667,-11.333333333333371,-98.0,-4.3333333333333215,-3.0,2.0,1.0,1
1263,2015,5,HOU,IND,-7,12.25,34.25,-9.5,-1.0,0.25,-4.25,-39.25,1.0,0.0,0.0,0.75,0
1265,2015,5,KC,CHI,-1,-16.25,60.5,4.5,-1.25,0.75,-17.75,105.75,2.25,-0.25,2.25,-0.5,0
1266,2015,5,CIN,SEA,3,0.0,76.25,8.25,-1.25,1.25,-2.75,88.75,6.25,0.25,-4.0,1.0,1
1267,2015,5,ATL,WAS,6,-26.0,46.25,21.25,0.75,-1.0,7.25,95.25,-2.5,-1.25,0.25,2.5,1
1268,2015,5,TB,JAC,7,2.75,-15.25,2.5,-2.0,0.0,53.75,-93.0,4.5,0.5,0.25,-0.75,1
1269,2015,5,BAL,CLE,-3,12.5,-3.0,-7.0,-1.0,0.5,-36.75,-22.5,12.75,-1.25,-1.75,0.0,0
1270,2015,5,TEN,BUF,-1,-2.25,19.91666666666663,-5.916666666666664,-0.75,1.25,35.166666666666686,-103.08333333333337,2.666666666666657,0.0,1.5,-1.6666666666666665,0
1273,2015,5,DAL,NE,-24,20.75,-97.83333333333326,15.916666666666671,-1.416666666666666,-2.833333333333333,-25.25,4.333333333333371,2.75,-3.1666666666666643,0.0,-1.75,0
1275,2015,5,NYG,SF,3,-37.25,84.0,0.0,0.25,-1.0,-44.25,53.0,2.25,2.25,-2.5,2.75,1
1276,2015,5,SD,PIT,-4,-10.0,61.25,-6.5,-1.5,-2.25,13.5,-7.75,3.25,0.0,0.0,-1.0,0
1277,2015,6,NO,ATL,10,-40.599999999999994,21.80000000000001,-3.6000000000000014,-1.200000000000001,0.19999999999999996,57.400000000000006,-14.800000000000011,-4.0,-0.20000000000000018,1.2,-2.0,1
1278,2015,6,DET,CHI,3,-67.2,71.40000000000003,-4.200000000000003,-0.6000000000000005,0.5999999999999999,7.6000000000000085,63.19999999999999,-0.20000000000000284,-1.4000000000000004,-0.8000000000000003,-0.6,1
1279,2015,6,NYJ,WAS,14,5.450000000000003,-9.599999999999994,5.600000000000001,0.4499999999999993,-0.6499999999999999,-2.8499999999999943,-30.900000000000006,4.700000000000003,-2.1999999999999993,-0.7,2.1,1
1280,2015,6,PIT,ARI,12,-14.400000000000006,-21.0,5.800000000000004,3.0,1.6,3.5999999999999943,21.80000000000001,-0.7999999999999972,-1.0,1.6,-0.6,1
1281,2015,6,MIN,KC,6,27.299999999999997,-69.15,-4.700000000000003,-0.5,-0.20000000000000018,26.900000000000006,-52.35000000000002,-0.8999999999999986,-0.5999999999999996,-0.9500000000000002,1.6,1
1282,2015,6,BUF,CIN,-13,3.799999999999997,-97.0,-1.7999999999999972,1.1999999999999993,-1.2,-26.39999999999999,11.399999999999977,0.19999999999999574,0.20000000000000018,1.5999999999999999,0.4,0
1283,2015,6,CLE,DEN,-3,16.80000000000001,58.0,6.199999999999996,-1.0,-2.2,64.80000000000001,58.400000000000006,-13.799999999999997,0.7999999999999998,1.2000000000000002,-1.7999999999999998,0
1285,2015,6,JAC,HOU,-11,-1.6000000000000085,-52.599999999999994,0.3999999999999986,1.4000000000000004,1.0000000000000002,-11.200000000000003,34.400000000000006,-10.599999999999998,-1.1999999999999993,0.9999999999999998,1.0,0
1286,2015,6,SEA,CAR,-4,10.150000000000006,23.849999999999994,2.5,0.9499999999999993,-0.25,0.5999999999999943,-32.80000000000001,-4.25,-0.7000000000000002,2.6500000000000004,-2.0,0
1288,2015,6,SF,BAL,5,11.0,-63.20000000000002,-2.6000000000000014,-0.7999999999999998,-1.2,7.599999999999994,20.600000000000023,-6.799999999999997,1.2000000000000002,1.6,-0.20000000000000007,1
1289,2015,6,IND,NE,-7,-0.5,-88.44999999999999,15.600000000000001,0.15000000000000036,-2.8,-0.75,57.05000000000001,-1.4500000000000028,-1.3000000000000007,-1.15,-2.65,0
1290,2015,6,PHI,NYG,20,2.0,-36.599999999999966,0.0,-0.39999999999999947,0.8000000000000003,16.200000000000003,-24.599999999999966,2.799999999999997,0.40000000000000036,0.5999999999999999,-0.4,1
1291,2015,7,SF,SEA,-17,-19.50000000000003,-11.333333333333314,1.5,-1.9999999999999982,-0.6666666666666665,3.1666666666666288,86.33333333333337,0.3333333333333357,0.5,-1.1666666666666665,-0.6666666666666666,0
1293,2015,7,STL,CLE,18,21.966666666666683,-89.13333333333333,-6.733333333333341,0.5666666666666682,2.133333333333333,-36.43333333333334,-22.099999999999994,1.4333333333333371,0.9333333333333318,-1.8666666666666665,0.7,1
1294,2015,7,MIA,HOU,18,-4.599999999999994,-50.633333333333326,6.700000000000003,0.2666666666666675,-0.10000000000000009,32.0,-1.4333333333333087,-9.433333333333337,-0.36666666666666536,0.7333333333333332,0.6333333333333333,1
1295,2015,7,NE,NYJ,7,-48.8,91.39999999999998,4.199999999999996,0.0,2.1999999999999997,31.60000000000001,55.0,-4.0,3.5999999999999996,2.2,-0.19999999999999996,1
1296,2015,7,KC,PIT,10,-23.333333333333314,14.666666666666686,4.166666666666664,0.16666666666666785,-0.6666666666666665,2.8333333333333712,-6.5,0.3333333333333215,-1.0,1.166666666666667,-1.3333333333333333,1
1297,2015,7,WAS,TB,1,-15.23333333333332,12.266666666666623,-9.166666666666671,0.16666666666666607,-1.0,-2.23333333333332,20.099999999999994,2.5,0.7000000000000002,-1.0333333333333334,0.06666666666666671,1
1298,2015,7,DET,MIN,-9,-59.33333333333333,111.9,0.5,-0.8000000000000007,0.16666666666666652,8.700000000000003,26.333333333333314,-0.36666666666666714,0.20000000000000018,-1.5,-1.9333333333333331,0
1299,2015,7,IND,NO,-6,12.000000000000014,-51.833333333333314,8.0,0.0,-0.6666666666666667,-25.49999999999997,17.666666666666686,5.333333333333336,2.4999999999999982,-0.8333333333333333,-0.6666666666666667,0
1300,2015,7,TEN,ATL,-3,-22.400000000000006,-44.5333333333333,-3.4666666666666544,-1.7000000000000002,1.8333333333333333,50.766666666666666,-106.66666666666669,3.7666666666666657,1.5666666666666682,1.666666666666667,-1.1333333333333333,0
1301,2015,7,SD,OAK,-8,-3.5,97.69999999999999,-7.933333333333337,0.866666666666668,-0.16666666666666674,49.3,-77.36666666666667,2.0,-0.9666666666666668,1.033333333333333,-0.6666666666666666,0
1303,2015,7,CAR,PHI,11,29.30000000000001,-48.43333333333331,-6.933333333333337,0.2666666666666675,0.10000000000000009,2.4333333333333087,-20.333333333333314,2.1666666666666643,-1.466666666666666,0.6666666666666667,0.8666666666666667,1
1304,2015,7,ARI,BAL,8,10.333333333333314,25.83333333333337,-9.499999999999993,0.1666666666666643,-1.5,10.166666666666686,-62.00000000000006,0.8333333333333357,2.9999999999999982,0.0,1.3333333333333335,1
1305,2015,8,NE,MIA,29,-33.83333333333333,78.66666666666669,-6.666666666666664,1.1666666666666679,1.6666666666666667,-19.333333333333343,8.0,6.0,1.0,0.0,1.0,1
1306,2015,8,KC,DET,35,37.71428571428572,-37.71428571428572,5.000000000000007,1.8571428571428577,-0.2857142857142856,-19.857142857142847,-4.428571428571445,-0.8571428571428541,-0.7142857142857153,1.2857142857142865,1.1428571428571428,1
1307,2015,8,BAL,SD,3,16.14285714285714,-90.71428571428567,9.142857142857146,-0.7142857142857153,1.1428571428571426,-29.714285714285708,52.571428571428555,-1.4285714285714306,-2.142857142857144,-1.0000000000000007,-0.1428571428571429,1
1308,2015,8,PIT,CIN,-6,4.976190476190453,-67.16666666666669,-3.6190476190476275,1.4047619047619033,-0.11904761904761862,-9.452380952380963,15.357142857142833,1.190476190476197,0.9523809523809526,1.571428571428572,-0.07142857142857145,0
1309,2015,8,HOU,TEN,14,-10.07142857142857,67.30952380952385,-0.1666666666666572,-0.5714285714285712,-0.6428571428571432,-0.309523809523796,46.83333333333337,-2.809523809523803,0.3809523809523796,-1.5,-0.04761904761904767,1
1310,2015,8,CHI,MIN,-3,-16.333333333333343,28.5,3.0,-0.6666666666666661,-0.9999999999999998,18.833333333333314,-12.833333333333314,-0.3333333333333215,1.833333333333334,-1.1666666666666665,-0.5,0
1311,2015,8,ATL,TB,-3,-4.095238095238074,43.404761904761926,0.6190476190476275,1.2857142857142865,-1.5238095238095237,-30.095238095238116,55.21428571428572,3.80952380952381,-0.1904761904761898,0.0,0.6190476190476191,0
1312,2015,8,NO,NYG,3,3.142857142857153,48.71428571428572,-0.8571428571428612,1.4285714285714288,0.9999999999999998,16.14285714285714,-12.571428571428555,-2.4285714285714306,-1.5714285714285712,1.1428571428571435,-1.4285714285714286,1
1313,2015,8,STL,SF,21,11.023809523809547,-7.761904761904816,0.7380952380952266,1.4761904761904763,1.8333333333333335,-5.119047619047592,-49.547619047619094,-1.7380952380952337,1.3571428571428577,-1.7380952380952388,0.6666666666666666,1
1314,2015,8,CLE,ARI,-14,-35.14285714285714,-7.571428571428555,10.285714285714292,0.14285714285714413,0.0,53.42857142857143,18.428571428571473,-4.428571428571431,-1.1428571428571441,2.2857142857142847,-1.5714285714285714,0
1316,2015,8,DAL,SEA,-1,-15.952380952380963,25.64285714285714,3.309523809523803,-1.5714285714285712,-0.5476190476190479,7.190476190476176,38.0,3.2619047619047663,0.7857142857142865,-2.428571428571429,-1.5,0
1317,2015,8,DEN,GB,19,-42.333333333333314,4.0,2.0,2.166666666666668,0.3333333333333335,-29.833333333333314,-44.5,7.0,-2.166666666666666,0.16666666666666674,0.0,1
